key,manual_tier,rating,tier_pin,tier_note,name,pos,team,total,ppg,Bye,Age,PaYds,PaTD,INT,RuAtt,RuYds,RuTD,Tgt,Rec,ReYds,ReTD,Tgt%,Rush%,RZTgt,FGM,FGA,XPM,DefPA,DefSk,DefINT,DefTD,TmYds,TmYdsRk,TmPlays,TmPlaysRk,TmRush,TmRushRk,TmPass,TmPassRk,price
p00-0036816,5,61.9,,,Riley Patterson,K,MIA,127.0,7.47,6,27,,,,,,,,,,,,,,27,29,34,,,,,,,,,,,,,
p00-0039576,5,45.63,,,Spencer Shrader,K,IND,52.0,10.4,13,27,,,,,,,,,,,,,,13,14,14,,,,,,,,,,,,,
p00-0040530,5,29.6,,,Ben Sauls,K,NYG,29.0,9.67,8,25,,,,,,,,,,,,,,8,8,7,,,,,,,,,,,,,
p00-0038152,5,27.78,,,Lucas Havrisik,K,GB,23.0,7.67,11,26,,,,,,,,,,,,,,4,4,7,,,,,,,,,,,,,
p00-0033106,6,296.98,6,,Jared Goff,QB,DET,305.1,17.94,6,31,4564,34,8,19,45,0,,,,,,,,,,,,,,,6608,5,1063,14,2041,14,4567,3,
p00-0037834,6,294.98,6,,Brock Purdy,QB,SF,185.4,20.6,8,26,2167,20,10,33,147,3,,,,,,,,,,,,,,,6135,8,1082,10,1817,24,4318,6,
p00-0036264,6,292.98,6,,Jordan Love,QB,GB,237.1,15.81,11,27,3381,23,6,47,199,0,,,,,,,,,,,,,,,5882,16,1010,23,2037,15,3845,18,
p00-0034869,6,290.98,6,,Sam Darnold,QB,SEA,245.4,14.44,11,29,4048,25,14,35,95,0,,,,,,,,,,,,,,,6159,7,1015,21,2096,11,4063,9,
p00-0039163,6,288.98,6,,C.J. Stroud,QB,HOU,216.5,15.47,8,24,3041,19,8,48,209,1,,,,,,,,,,,,,,,5808,19,1088,6,1852,22,3956,14,
p00-0035685,6,264.5,6,,David Montgomery,RB,HOU,152.9,9.0,8,29,,,,158,716,8,29,24,192,0,5.4,35.4,2,,,,,,,,5808,19,1088,6,1852,22,3956,14,
p00-0033293,6,262.5,6,,Aaron Jones,RB,MIN,104.7,8.72,6,31,,,,132,548,2,41,28,199,1,14.1,46.2,5,,,,,,,,5049,28,954,30,1841,23,3208,30,
p00-0036555,6,260.5,6,,Chuba Hubbard,RB,CAR,110.4,7.36,5,27,,,,134,511,1,39,30,223,3,8.8,33.8,6,,,,,,,,5281,27,1011,22,1977,19,3304,27,
pPRI206342,6,258.5,6,,Jadarian Price,RB,SEA,0.0,0.0,11,,,,,,,,,,,,,,,,,,,,,,6159,7,1015,21,2096,11,4063,9,
p00-0040715,6,256.5,6,,Cam Skattebo,RB,NYG,113.7,14.21,8,24,,,,101,410,5,32,24,207,2,12.9,40.3,4,,,,,,,,5898,15,1085,8,2195,5,3703,21,
p00-0040784,6,254.5,6,,Quinshon Judkins,RB,CLE,154.8,11.06,11,22,,,,230,827,7,36,26,171,0,8.3,66.7,1,,,,,,,,4801,31,1030,19,1649,27,3152,31,
p00-0035261,6,252.5,6,,Tony Pollard,RB,TEN,169.3,9.96,9,29,,,,242,1082,5,41,33,206,0,7.6,64.3,1,,,,,,,,4830,30,1004,26,1589,30,3241,29,
p00-0037228,6,250.5,6,,Jaylen Warren,RB,PIT,197.1,12.32,9,27,,,,211,958,6,45,40,333,2,9.6,57.8,5,,,,,,,,5388,25,988,28,1756,26,3632,22,
pBER218265,6,198.49,6,,Germie Bernard,WR,PIT,0.0,0.0,9,,,,,,,,,,,,,,,,,,,,,,5388,25,988,28,1756,26,3632,22,
p00-0033908,6,196.61,6,,Cooper Kupp,WR,SEA,91.8,5.74,11,33,,,,,,,70,47,593,2,16.0,0.0,13,,,,,,,,6159,7,1015,21,2096,11,4063,9,
p00-0040130,6,194.74,6,,Jayden Higgins,WR,HOU,109.0,6.41,8,23,,,,,,,68,41,525,6,12.4,0.0,9,,,,,,,,5808,19,1088,6,1852,22,3956,14,
p00-0034348,6,192.86,6,,Courtland Sutton,WR,DEN,180.7,10.63,10,30,,,,,,,124,74,1017,7,21.1,0.0,20,,,,,,,,5949,12,1092,5,2018,16,3931,17,
p00-0039893,6,190.98,6,,Brian Thomas Jr.,WR,JAX,114.8,8.2,7,23,,,,,,,91,48,707,2,19.3,0.7,7,,,,,,,,5982,11,1093,4,1956,20,4026,11,
p00-0038559,6,189.1,6,,Michael Wilson,WR,ARI,181.6,10.68,14,26,,,,,,,126,78,1006,7,19.2,0.0,17,,,,,,,,5937,14,1074,12,1583,31,4354,5,
p00-0040735,6,187.23,6,,Luther Burden III,WR,CHI,104.4,6.96,10,22,,,,,,,60,47,652,2,13.1,1.4,4,,,,,,,,6442,6,1103,2,2451,3,3991,12,
p00-0037545,6,185.35,6,,Rashid Shaheed,WR,SEA,115.1,6.39,11,28,,,,,,,92,59,687,2,16.2,1.7,9,,,,,,,,6159,7,1015,21,2096,11,4063,9,
p00-0039146,6,183.47,6,,Jayden Reed,WR,GB,39.0,7.8,11,26,,,,,,,22,19,207,1,17.1,2.0,4,,,,,,,,5882,16,1010,23,2037,15,3845,18,
p00-0036252,6,181.59,6,,Michael Pittman,WR,PIT,160.4,9.44,9,28,,,,,,,111,80,784,7,20.6,0.0,18,,,,,,,,5388,25,988,28,1756,26,3632,22,
p00-0037261,6,179.72,6,,Khalil Shakir,WR,BUF,130.4,8.15,7,26,,,,,,,95,72,719,4,21.1,0.2,15,,,,,,,,6695,3,1082,9,2714,1,3981,13,
p00-0038544,6,177.84,6,,Quentin Johnston,WR,LAC,145.7,11.21,7,25,,,,,,,84,51,735,8,20.0,0.6,15,,,,,,,,6020,10,1095,3,2067,12,3953,15,
p00-0037816,6,175.96,6,,Romeo Doubs,WR,NE,135.9,8.49,11,26,,,,,,,85,55,724,6,18.9,0.0,18,,,,,,,,6650,4,1044,18,2191,6,4459,4,
p00-0037240,6,174.09,6,,Jameson Williams,WR,DET,187.4,11.02,6,25,,,,,,,102,65,1117,7,18.6,1.4,9,,,,,,,,6608,5,1063,14,2041,14,4567,3,
p00-0039849,6,172.21,6,,Marvin Harrison Jr.,WR,ARI,105.3,8.78,14,24,,,,,,,73,41,608,4,18.1,0.0,11,,,,,,,,5937,14,1074,12,1583,31,4354,5,
p00-0040170,6,170.33,6,,Elic Ayomanor,WR,TEN,96.0,6.0,9,23,,,,,,,89,41,515,4,18.5,0.0,8,,,,,,,,4830,30,1004,26,1589,30,3241,29,
p00-0038997,6,168.45,6,,Josh Downs,WR,IND,109.4,6.84,13,25,,,,,,,88,58,566,4,17.5,0.5,15,,,,,,,,6092,9,1018,20,2007,17,4085,8,
p00-0040667,6,166.58,6,,Matthew Golden,WR,GB,55.5,3.96,11,23,,,,,,,44,29,361,0,12.4,2.1,2,,,,,,,,5882,16,1010,23,2037,15,3845,18,
p00-0034960,6,164.7,6,,Jakobi Meyers,WR,JAX,138.3,8.64,7,29,,,,,,,110,75,835,3,22.9,1.0,15,,,,,,,,5982,11,1093,4,1956,20,4026,11,
p00-0039919,6,162.82,6,,Rome Odunze,WR,CHI,124.1,10.34,10,24,,,,,,,90,44,661,6,23.6,0.0,13,,,,,,,,6442,6,1103,2,2451,3,3991,12,
p00-0038124,6,160.95,6,,Christian Watson,WR,GB,114.9,11.49,11,27,,,,,,,55,35,611,6,20.3,0.3,6,,,,,,,,5882,16,1010,23,2037,15,3845,18,
p00-0033921,6,159.07,6,,Chris Godwin Jr.,WR,TB,64.5,7.17,10,30,,,,,,,51,33,360,2,17.9,0.0,8,,,,,,,,5702,21,1068,13,1947,21,3755,19,
p00-0039894,6,157.19,6,,Xavier Worthy,WR,KC,88.9,6.35,5,23,,,,,,,73,42,532,1,16.1,3.4,6,,,,,,,,5759,20,1061,15,1812,25,3947,16,
p00-0040129,6,155.31,6,,Emeka Egbuka,WR,TB,162.2,9.54,10,23,,,,,,,127,63,938,6,23.6,0.5,15,,,,,,,,5702,21,1068,13,1947,21,3755,19,
p00-0038606,6,153.44,6,,Parker Washington,WR,JAX,143.7,8.98,7,24,,,,,,,95,58,847,5,18.0,1.9,16,,,,,,,,5982,11,1093,4,1956,20,4026,11,
p00-0039916,6,151.56,6,,Ricky Pearsall,WR,SF,70.6,7.84,8,25,,,,,,,53,36,528,0,18.0,0.7,4,,,,,,,,6135,8,1082,10,1817,24,4318,6,
p00-0038994,6,149.68,6,,Jordan Addison,WR,MIN,114.1,8.15,6,24,,,,,,,79,42,610,3,18.2,0.5,13,,,,,,,,5049,28,954,30,1841,23,3208,30,
pKAC282861,6,144.74,6,,Will Kacmarek,TE,MIA,0.0,0.0,6,,,,,,,,,,,,,,,,,,,,,,5366,26,949,31,2044,13,3322,25,
pRAR148318,6,142.74,6,,Eli Raridon,TE,NE,0.0,0.0,11,,,,,,,,,,,,,,,,,,,,,,6650,4,1044,18,2191,6,4459,4,
p00-0036290,6,140.74,6,,Cole Kmet,TE,CHI,61.7,3.86,10,27,,,,,,,48,30,347,2,9.6,0.0,7,,,,,,,,6442,6,1103,2,2451,3,3991,12,
p00-0039847,6,138.74,6,,Theo Johnson,TE,NYG,105.3,7.02,8,25,,,,,,,74,45,528,5,17.2,0.0,14,,,,,,,,5898,15,1085,8,2195,5,3703,21,
p00-0035710,7,263.82,7,,Daniel Jones,QB,IND,232.4,17.88,13,29,3101,19,8,45,164,5,,,,,,,,,,,,,,,6092,9,1018,20,2007,17,4085,8,
p00-0040743,7,261.82,7,,Tyler Shough,QB,NO,162.0,14.72,8,26,2384,10,6,45,186,3,,,,,,,,,,,,,,,5630,22,1075,11,1603,28,4027,10,
p00-0040676,7,259.82,7,,Cam Ward,QB,TEN,193.7,11.39,9,24,3169,15,7,39,159,2,,,,,,,,,,,,,,,4830,30,1004,26,1589,30,3241,29,
p00-0039150,7,257.82,7,,Bryce Young,QB,CAR,227.0,14.19,5,25,3011,23,11,54,216,2,,,,,,,,,,,,,,,5281,27,1011,22,1977,19,3304,27,
p00-0038128,7,255.82,7,,Malik Willis,QB,MIA,51.2,12.79,6,27,422,3,0,22,123,2,,,,,,,,,,,,,,,5366,26,949,31,2044,13,3322,25,
p00-0039738,7,225.06,7,,Blake Corum,RB,LA,118.2,6.95,11,25,,,,145,746,6,14,8,36,0,2.3,30.2,1,,,,,,,,6859,2,1086,7,2152,7,4707,2,
p00-0040236,7,223.06,7,,Kyle Monangai,RB,CHI,133.7,7.86,10,24,,,,169,783,5,30,18,164,0,5.7,32.1,3,,,,,,,,6442,6,1103,2,2451,3,3991,12,
p00-0040719,7,221.06,7,,Bhayshul Tuten,RB,JAX,83.6,5.57,7,24,,,,83,307,5,14,10,79,2,3.0,18.8,2,,,,,,,,5982,11,1093,4,1956,20,4026,11,
p00-0036158,7,219.06,7,,J.K. Dobbins,RB,DEN,110.4,11.04,10,27,,,,153,772,4,14,11,37,0,4.6,57.3,0,,,,,,,,5949,12,1092,5,2018,16,3931,17,
p00-0038611,7,217.06,7,,Chris Rodriguez Jr.,RB,JAX,90.5,7.54,7,26,,,,112,500,6,4,3,30,0,1.3,31.2,1,,,,,,,,5982,11,1093,4,1956,20,4026,11,
pCOO816508,7,130.72,7,,Omar Cooper Jr.,WR,NYJ,0.0,0.0,13,,,,,,,,,,,,,,,,,,,,,,4880,29,1010,24,2096,10,2784,32,
pTHO417520,7,128.84,7,,Zavion Thomas,WR,CHI,0.0,0.0,10,,,,,,,,,,,,,,,,,,,,,,6442,6,1103,2,2451,3,3991,12,
pBEL267684,7,126.97,7,,Chris Bell,WR,MIA,0.0,0.0,6,,,,,,,,,,,,,,,,,,,,,,5366,26,949,31,2044,13,3322,25,
pCON046719,7,125.09,7,,KC Concepcion,WR,CLE,0.0,0.0,11,,,,,,,,,,,,,,,,,,,,,,4801,31,1030,19,1649,27,3152,31,
p00-0034837,7,123.21,7,,Calvin Ridley,WR,TEN,38.8,5.54,9,31,,,,,,,36,17,303,0,16.8,0.0,2,,,,,,,,4830,30,1004,26,1589,30,3241,29,
pLEM694125,7,121.33,7,,Makai Lemon,WR,PHI,0.0,0.0,10,,,,,,,,,,,,,,,,,,,,,,5486,24,1010,25,1988,18,3498,23,
pTYS405541,7,119.46,7,,Jordyn Tyson,WR,NO,0.0,0.0,8,,,,,,,,,,,,,,,,,,,,,,5630,22,1075,11,1603,28,4027,10,
pStriDe01,7,117.58,7,,De'Zhaun Stribling,WR,SF,0.0,0.0,8,,,,,,,,,,,,,,,,,,,,,,6135,8,1082,10,1817,24,4318,6,
p00-0040237,7,115.7,7,,Tez Johnson,WR,TB,78.4,5.23,10,24,,,,,,,44,28,322,5,9.2,1.4,7,,,,,,,,5702,21,1068,13,1947,21,3755,19,
pBOS677861,7,113.82,7,,Denzel Boston,WR,CLE,0.0,0.0,11,,,,,,,,,,,,,,,,,,,,,,4801,31,1030,19,1649,27,3152,31,
pHUR541377,7,111.95,7,,Ted Hurst,WR,TB,0.0,0.0,10,,,,,,,,,,,,,,,,,,,,,,5702,21,1068,13,1947,21,3755,19,
pWIL143106,7,110.07,7,,Antonio Williams,WR,WAS,0.0,0.0,7,,,,,,,,,,,,,,,,,,,,,,5619,23,990,27,2290,4,3329,24,
pDOU210628,7,108.19,7,,Caleb Douglas,WR,MIA,0.0,0.0,6,,,,,,,,,,,,,,,,,,,,,,5366,26,949,31,2044,13,3322,25,
pLAN311008,7,106.32,7,,Ja'Kobi Lane,WR,BAL,0.0,0.0,13,,,,,,,,,,,,,,,,,,,,,,5940,13,974,29,2662,2,3278,28,
p00-0033375,7,104.44,7,,Tim Patrick,WR,NYJ,44.2,3.4,13,32,,,,,,,24,15,187,3,6.2,0.0,9,,,,,,,,4880,29,1010,24,2096,10,2784,32,
p00-0038621,7,102.56,7,,DeMario Douglas,WR,NE,80.3,5.02,11,25,,,,,,,46,31,447,3,9.8,1.6,7,,,,,,,,6650,4,1044,18,2191,6,4459,4,
p00-0040727,7,100.68,7,,Tre Harris,WR,LAC,54.4,3.4,7,24,,,,,,,43,30,324,1,9.1,0.4,5,,,,,,,,6020,10,1095,3,2067,12,3953,15,
pBRA531428,7,98.81,7,,Zachariah Branch,WR,ATL,0.0,0.0,11,,,,,,,,,,,,,,,,,,,,,,5841,17,1048,17,2138,8,3703,20,
p00-0039868,7,96.93,7,,Troy Franklin,WR,DEN,138.6,8.15,10,23,,,,,,,104,65,709,6,18.2,1.2,21,,,,,,,,5949,12,1092,5,2018,16,3931,17,
pFIE775129,7,95.05,7,,Malachi Fields,WR,NYG,0.0,0.0,8,,,,,,,,,,,,,,,,,,,,,,5898,15,1085,8,2195,5,3703,21,
p00-0038977,7,93.17,7,,Tank Dell,WR,HOU,0.0,0.0,8,26,,,,,,,,,,,,,,,,,,,,,5808,19,1088,6,1852,22,3956,14,
p00-0036407,7,91.3,7,,Jerry Jeudy,WR,CLE,95.7,5.63,11,27,,,,,,,106,50,602,2,20.5,0.2,9,,,,,,,,4801,31,1030,19,1649,27,3152,31,
p00-0038563,7,89.42,7,,Tre Tucker,WR,LV,133.2,7.84,13,25,,,,,,,92,57,696,5,19.0,2.6,10,,,,,,,,4632,32,948,32,1317,32,3315,26,
p00-0030565,8,230.65,8,,Geno Smith,QB,NYJ,188.9,12.59,13,35,3025,19,17,41,109,0,,,,,,,,,,,,,,,4880,29,1010,24,2096,10,2784,32,
pALL015451,8,228.65,8,,Drew Allar,QB,PIT,0.0,0.0,9,,,,,,,,,,,,,,,,,,,,,,5388,25,988,28,1756,26,3632,22,
pMEN516487,8,226.65,8,,Fernando Mendoza,QB,LV,0.0,0.0,13,,,,,,,,,,,,,,,,,,,,,,4632,32,948,32,1317,32,3315,26,
p00-0023459,8,224.65,8,,Aaron Rodgers,QB,PIT,231.6,14.47,9,42,3322,24,7,21,61,1,,,,,,,,,,,,,,,5388,25,988,28,1756,26,3632,22,
p00-0036212,8,222.65,8,,Tua Tagovailoa,QB,ATL,173.7,12.41,11,28,2660,20,15,20,43,0,,,,,,,,,,,,,,,5841,17,1048,17,2138,8,3703,20,
pSIM639376,8,220.65,8,,Ty Simpson,QB,LA,0.0,0.0,11,,,,,,,,,,,,,,,,,,,,,,6859,2,1086,7,2152,7,4707,2,
p00-0038555,8,191.62,8,,Tank Bigsby,RB,PHI,52.3,3.49,10,24,,,,63,356,2,4,3,32,0,1.2,14.4,1,,,,,,,,5486,24,1010,25,1988,18,3498,23,
p00-0037197,8,189.62,8,,Isiah Pacheco,RB,DET,77.8,5.98,6,27,,,,118,462,1,26,19,101,1,6.8,36.3,4,,,,,,,,6608,5,1063,14,2041,14,4567,3,
p00-0039165,8,187.62,8,,Zach Charbonnet,RB,SEA,169.4,10.59,11,25,,,,184,730,12,24,20,144,0,5.2,38.8,3,,,,,,,,6159,7,1015,21,2096,11,4063,9,
p00-0036919,8,185.62,8,,Kenneth Gainwell,RB,TB,184.8,10.87,10,27,,,,114,537,5,85,73,486,3,16.3,26.6,17,,,,,,,,5702,21,1068,13,1947,21,3755,19,
p00-0040242,8,183.62,8,,Jacory Croskey-Merritt,RB,WAS,135.8,7.99,7,25,,,,175,805,8,13,9,68,0,3.0,37.0,1,,,,,,,,5619,23,990,27,2290,4,3329,24,
p00-0036139,8,181.62,8,,Rico Dowdle,RB,PIT,196.8,11.58,9,28,,,,236,1076,6,50,39,297,1,11.0,50.0,5,,,,,,,,5388,25,988,28,1756,26,3632,22,
p00-0036875,8,179.62,8,,Rhamondre Stevenson,RB,NE,158.8,11.34,11,28,,,,130,603,7,37,32,345,2,9.8,32.0,5,,,,,,,,6650,4,1044,18,2191,6,4459,4,
p00-0039032,8,177.62,8,,Tyjae Spears,RB,TEN,89.2,6.86,9,25,,,,72,283,2,50,45,264,0,12.3,24.9,7,,,,,,,,4830,30,1004,26,1589,30,3241,29,
p00-0033906,8,175.62,8,,Alvin Kamara,RB,NO,84.2,7.65,8,31,,,,131,471,1,39,33,186,0,11.7,47.2,5,,,,,,,,5630,22,1075,11,1603,28,4027,10,
p00-0032464,8,70.46,8,,Kalif Raymond,WR,CHI,48.8,3.25,10,32,,,,,,,30,24,289,1,6.0,0.4,2,,,,,,,,6442,6,1103,2,2451,3,3991,12,
p00-0038979,8,68.58,8,,Cedric Tillman,WR,CLE,49.5,4.12,11,26,,,,,,,39,21,270,2,10.5,0.0,4,,,,,,,,4801,31,1030,19,1649,27,3152,31,
p00-0036309,8,66.7,8,,Darnell Mooney,WR,NYG,66.3,4.42,8,28,,,,,,,72,32,443,1,16.2,0.0,8,,,,,,,,5898,15,1085,8,2195,5,3703,21,
p00-0036415,8,64.83,8,,Van Jefferson,WR,WAS,55.5,3.96,7,30,,,,,,,52,29,350,1,12.0,0.0,3,,,,,,,,5619,23,990,27,2290,4,3329,24,
p00-0039901,8,62.95,8,,Keon Coleman,WR,BUF,81.4,6.78,7,23,,,,,,,59,38,404,4,16.7,0.0,12,,,,,,,,6695,3,1082,9,2714,1,3981,13,
p00-0037741,8,61.07,8,,Jahan Dotson,WR,ATL,41.2,2.75,11,26,,,,,,,36,18,262,1,8.3,0.0,5,,,,,,,,5841,17,1048,17,2138,8,3703,20,
p00-0040705,8,59.19,8,,Chimere Dike,WR,TEN,92.1,5.42,9,24,,,,,,,74,48,423,4,13.9,3.2,14,,,,,,,,4830,30,1004,26,1589,30,3241,29,
p00-0036550,8,57.32,8,,Rashod Bateman,WR,BAL,43.9,3.38,13,26,,,,,,,38,19,224,2,11.9,0.0,9,,,,,,,,5940,13,974,29,2662,2,3278,28,
p00-0037291,8,55.44,8,,Jalen Nailor,WR,LV,84.2,4.95,13,27,,,,,,,53,29,444,4,11.7,0.5,13,,,,,,,,4632,32,948,32,1317,32,3315,26,
p00-0039491,8,53.56,8,,Jalen Coker,WR,CAR,71.9,6.54,5,24,,,,,,,43,33,394,3,15.4,0.0,5,,,,,,,,5281,27,1011,22,1977,19,3304,27,
p00-0035662,8,51.69,8,,Marquise Brown,WR,PHI,113.2,7.08,10,29,,,,,,,74,49,587,5,14.2,0.0,10,,,,,,,,5486,24,1010,25,1988,18,3498,23,
p00-0038393,8,49.81,8,,Dontayvion Wicks,WR,PHI,60.8,4.68,10,25,,,,,,,46,30,332,2,12.8,0.3,4,,,,,,,,5486,24,1010,25,1988,18,3498,23,
p00-0038608,8,47.93,8,,Kayshon Boutte,WR,NE,107.6,7.69,11,24,,,,,,,46,33,551,6,12.0,0.0,4,,,,,,,,6650,4,1044,18,2191,6,4459,4,
p00-0036626,8,46.05,8,,Dyami Brown,WR,WAS,39.7,3.61,7,26,,,,,,,37,20,227,1,9.9,1.9,9,,,,,,,,5619,23,990,27,2290,4,3329,24,
pBRA836631,8,44.18,8,,Chris Brazzell II,WR,CAR,0.0,0.0,5,,,,,,,,,,,,,,,,,,,,,,5281,27,1011,22,1977,19,3304,27,
p00-0035535,8,42.3,8,,Darius Slayton,WR,NYG,76.3,5.45,8,29,,,,,,,63,37,538,1,15.5,0.0,8,,,,,,,,5898,15,1085,8,2195,5,3703,21,
p00-0038104,8,40.42,8,,Tyquan Thornton,WR,KC,71.3,5.94,5,26,,,,,,,37,19,438,3,9.0,0.0,4,,,,,,,,5759,20,1061,15,1812,25,3947,16,
p00-0036182,8,38.54,8,,Nick Westbrook-Ikhine,WR,IND,14.4,1.11,13,29,,,,,,,20,11,89,0,5.2,0.0,2,,,,,,,,6092,9,1018,20,2007,17,4085,8,
p00-0040782,8,36.67,8,,Isaiah Bond,WR,CLE,45.7,3.05,11,22,,,,,,,44,18,338,0,9.3,1.3,4,,,,,,,,4801,31,1030,19,1649,27,3152,31,
p00-0039052,8,34.79,8,,Trey Palmer,WR,NO,0.0,0.0,8,25,,,,,,,,,,,,,,,,,,,,,5630,22,1075,11,1603,28,4027,10,
p00-0039342,8,32.91,8,,Xavier Legette,WR,CAR,71.8,4.79,5,25,,,,,,,64,35,363,3,14.3,0.4,12,,,,,,,,5281,27,1011,22,1977,19,3304,27,
p00-0039880,8,31.04,8,,Malik Washington,WR,MIA,87.7,5.16,6,25,,,,,,,65,46,317,3,14.4,4.7,11,,,,,,,,5366,26,949,31,2044,13,3322,25,
p00-0037801,8,29.16,8,,KaVontae Turpin,WR,DAL,71.5,4.77,14,30,,,,,,,38,26,396,2,6.9,4.5,5,,,,,,,,6871,1,1120,1,2136,9,4735,1,
p00-0039751,8,27.28,8,,Jordan Whittington,WR,LA,27.3,1.82,11,25,,,,,,,25,18,171,0,5.1,0.7,1,,,,,,,,6859,2,1086,7,2152,7,4707,2,
p00-0040669,8,25.4,8,,Isaac TeSlaa,WR,DET,67.9,4.85,6,24,,,,,,,27,16,239,6,5.7,0.0,11,,,,,,,,6608,5,1063,14,2041,14,4567,3,
p00-0040729,8,23.53,8,,Jack Bech,WR,LV,32.4,2.31,13,23,,,,,,,29,20,224,0,8.0,0.0,4,,,,,,,,4632,32,948,32,1317,32,3315,26,
p00-0039424,8,21.65,8,,Devaughn Vele,WR,NO,53.8,5.98,8,28,,,,,,,39,25,293,2,13.3,0.0,5,,,,,,,,5630,22,1075,11,1603,28,4027,10,
p00-0033307,8,19.77,8,,Kendrick Bourne,WR,ARI,73.6,5.26,14,31,,,,,,,53,37,551,0,10.8,0.0,2,,,,,,,,5937,14,1074,12,1583,31,4354,5,
p00-0037666,8,17.9,8,,Jalen Tolbert,WR,MIA,35.3,2.94,6,27,,,,,,,34,18,203,1,7.6,0.0,5,,,,,,,,5366,26,949,31,2044,13,3322,25,
p00-0039890,8,16.02,8,,Adonai Mitchell,WR,NYJ,71.4,4.46,13,23,,,,,,,74,33,453,2,15.3,0.2,8,,,,,,,,4880,29,1010,24,2096,10,2784,32,
p00-0032775,8,14.14,8,,Demarcus Robinson,WR,SF,45.2,3.23,8,31,,,,,,,35,22,276,1,7.6,0.2,4,,,,,,,,6135,8,1082,10,1817,24,4318,6,
p00-0038619,8,12.26,8,,Andrei Iosivas,WR,CIN,73.4,4.89,6,26,,,,,,,58,33,435,2,10.2,1.2,7,,,,,,,,5835,18,1057,16,1591,29,4244,7,
p00-0035208,8,10.39,8,,Olamide Zaccheaus,WR,ATL,65.3,4.66,11,29,,,,,,,65,39,313,2,14.7,1.0,13,,,,,,,,5841,17,1048,17,2138,8,3703,20,
p00-0036849,8,8.51,8,,Tutu Atwell,WR,MIA,28.2,3.52,6,26,,,,,,,15,6,192,1,4.9,0.0,1,,,,,,,,5366,26,949,31,2044,13,3322,25,
p00-0038612,8,6.63,8,,A.T. Perry,WR,PIT,0.0,0.0,9,26,,,,,,,,,,,,,,,,,,,,,5388,25,988,28,1756,26,3632,22,
p00-0039792,8,4.75,8,,Devontez Walker,WR,BAL,34.6,4.33,13,25,,,,,,,8,6,136,3,4.3,0.0,1,,,,,,,,5940,13,974,29,2662,2,3278,28,
pTAT143045,8,2.88,8,,Carnell Tate,WR,TEN,0.0,0.0,9,,,,,,,,,,,,,,,,,,,,,,4830,30,1004,26,1589,30,3241,29,
p00-0036259,8,1.0,8,,Jauan Jennings,WR,MIN,143.8,9.59,6,29,,,,,,,90,55,643,9,19.9,0.0,22,,,,,,,,5049,28,954,30,1841,23,3208,30,
p00-0033119,9,195.49,9,,Jacoby Brissett,QB,ARI,233.4,16.67,14,33,3366,23,8,38,168,1,,,,,,,,,,,,,,,5937,14,1074,12,1583,31,4354,5,
p00-0040668,9,193.49,9,,Shedeur Sanders,QB,CLE,94.9,11.86,11,24,1400,7,10,21,169,1,,,,,,,,,,,,,,,4801,31,1030,19,1649,27,3152,31,
p00-0039923,9,191.49,9,,J.J. McCarthy,QB,MIN,135.4,13.54,6,23,1632,11,12,37,181,4,,,,,,,,,,,,,,,5049,28,954,30,1841,23,3208,30,
p00-0040234,9,189.49,9,,Quinn Ewers,QB,MIA,35.7,8.92,6,23,622,3,3,8,19,0,,,,,,,,,,,,,,,5366,26,949,31,2044,13,3322,25,
pBeckCa01,9,187.49,9,,Carson Beck,QB,ARI,0.0,0.0,14,,,,,,,,,,,,,,,,,,,,,,5937,14,1074,12,1583,31,4354,5,
p00-0039391,9,150.18,9,,Kimani Vidal,RB,LAC,109.9,8.45,7,25,,,,155,643,3,22,16,136,1,5.4,39.6,6,,,,,,,,6020,10,1095,3,2067,12,3953,15,
p00-0037746,9,148.18,9,,Brian Robinson,RB,ATL,58.5,3.44,11,27,,,,92,400,2,12,8,25,0,2.1,18.3,4,,,,,,,,5841,17,1048,17,2138,8,3703,20,
pBLA097235,9,146.18,9,,Kaelon Black,RB,SF,0.0,0.0,8,,,,,,,,,,,,,,,,,,,,,,6135,8,1082,10,1817,24,4318,6,
p00-0034975,9,144.18,9,,Justice Hill,RB,BAL,54.7,5.47,13,28,,,,18,93,2,27,21,169,1,10.0,6.9,1,,,,,,,,5940,13,974,29,2662,2,3278,28,
p00-0037525,10,118.74,10,,Jordan Mason,RB,MIN,121.9,7.62,6,27,,,,159,758,6,16,14,51,0,3.5,42.2,1,,,,,,,,5049,28,954,30,1841,23,3208,30,
p00-0037263,10,116.74,10,,Tyler Allgeier,RB,ARI,116.0,6.82,14,26,,,,143,514,8,16,14,96,0,3.2,27.8,1,,,,,,,,5937,14,1074,12,1583,31,4354,5,
p00-0039384,10,114.74,10,,Tyrone Tracy Jr.,RB,NYG,142.8,9.52,8,26,,,,176,740,2,48,36,288,2,10.8,39.6,5,,,,,,,,5898,15,1085,8,2195,5,3703,21,
p00-0040583,10,112.74,10,,Woody Marks,RB,HOU,133.1,8.32,8,25,,,,196,703,2,36,24,208,3,6.8,44.1,8,,,,,,,,5808,19,1088,6,1852,22,3956,14,
p00-0033553,10,110.74,10,,James Conner,RB,ARI,29.3,9.77,14,31,,,,32,95,1,9,8,38,1,9.9,42.2,1,,,,,,,,5937,14,1074,12,1583,31,4354,5,
